date,away_team,away_score,home_team,home_score,extra_innings
2012-06-17,NY,1,CB,12,
2012-06-17,SCH,3,Hob,9,
2012-06-17,SI,4,Bal,2,
2012-06-17,SS,8,Arr,6,
2012-06-17,ToS,4,Sio,7,
2012-06-18,Bra,0,Mon,3,
2012-06-18,Bro,3,AC,4,
2012-06-18,Cam,2,Syr,3,
2012-06-18,Hun,6,AA,0,
2012-06-18,Men,2,FC,7,
2012-06-18,Mil,3,Rap,4,
2012-06-18,MVM,2,SR,7,
2012-06-18,NY,1,CB,7,
2012-06-18,SCH,1,Hob,0,
2012-06-18,SI,2,Bal,8,
2012-06-18,SS,3,Arr,4,
2012-06-18,ToS,0,Sio,6,
2012-06-19,Bra,6,Mon,5,10
2012-06-19,Bro,1,AC,2,
2012-06-19,Cam,12,Syr,11,11
2012-06-19,Hun,5,AA,1,
2012-06-19,Men,4,FC,6,
2012-06-19,Mil,2,Rap,3,
2012-06-19,MVM,5,SR,6,10
2012-06-19,NY,5,CB,6,10
2012-06-19,SCH,1,Hob,5,
2012-06-19,SI,1,Bal,4,
2012-06-19,SS,0,Arr,2,
2012-06-19,ToS,6,Sio,4,
2012-06-20,AA,6,Mil,2,
2012-06-20,AC,4,NY,5,
2012-06-20,Arr,1,SI,6,
2012-06-20,Bal,11,ToS,2,
2012-06-20,CB,6,Men,5,10
2012-06-20,FC,9,Hun,3,
2012-06-20,Hob,1,Bro,4,
2012-06-20,Mon,10,MVM,6,
2012-06-20,Rap,12,SCH,1,
2012-06-20,Sio,2,Cam,3,
2012-06-20,SR,6,SS,3,
2012-06-20,Syr,5,Bra,1,
2012-06-21,AA,7,Mil,10,11
2012-06-21,AC,4,NY,0,
2012-06-21,Arr,2,SI,1,
2012-06-21,Bal,9,ToS,8,
2012-06-21,CB,2,Men,5,
2012-06-21,FC,3,Hun,6,
2012-06-21,Hob,0,Bro,7,
2012-06-21,Mon,3,MVM,4,15
2012-06-21,Rap,4,SCH,3,
2012-06-21,Sio,1,Cam,3,
2012-06-21,SR,4,SS,6,
2012-06-21,Syr,0,Bra,5,
2012-06-22,AA,4,Mil,3,10
2012-06-22,AC,0,NY,5,
2012-06-22,Arr,0,SI,6,
2012-06-22,Bal,6,ToS,3,
2012-06-22,CB,6,Men,15,
2012-06-22,FC,5,Hun,6,10
2012-06-22,Hob,0,Bro,5,
2012-06-22,Mon,6,MVM,2,
2012-06-22,Rap,5,SCH,0,
2012-06-22,Sio,4,Cam,6,
2012-06-22,SR,2,SS,7,
2012-06-22,Syr,0,Bra,6,
2012-06-23,Cam,3,SI,5,18
2012-06-23,CB,7,AA,5,
2012-06-23,Men,0,Bro,8,
2012-06-23,Mil,3,FC,4,10
2012-06-23,MVM,7,Syr,8,
2012-06-23,NY,3,Hob,4,
2012-06-23,Rap,5,AC,6,13
2012-06-23,SCH,3,Hun,5,
2012-06-23,Sio,0,Mon,3,
2012-06-23,SR,7,Bal,4,
2012-06-23,SS,4,Bra,5,10
2012-06-23,ToS,4,Arr,5,
2012-06-24,Cam,8,SI,4,
2012-06-24,CB,2,AA,5,
2012-06-24,Men,2,Bro,10,
2012-06-24,Mil,10,FC,7,
2012-06-24,MVM,3,Syr,8,
2012-06-24,NY,7,Hob,14,
2012-06-24,Rap,1,AC,7,
2012-06-24,SCH,2,Hun,9,
2012-06-24,Sio,10,Mon,11,12
2012-06-24,SR,4,Bal,2,13
2012-06-24,SS,3,Bra,12,
2012-06-24,ToS,5,Arr,3,
2012-06-25,Cam,3,SI,2,
2012-06-25,CB,2,AA,9,
2012-06-25,Men,3,Bro,9,
2012-06-25,Mil,2,FC,4,
2012-06-25,MVM,5,Syr,2,10
2012-06-25,NY,2,Hob,9,
2012-06-25,Rap,4,AC,6,
2012-06-25,SCH,0,Hun,2,
2012-06-25,Sio,0,Mon,10,
2012-06-25,SR,2,Bal,0,
2012-06-25,SS,12,Bra,3,
2012-06-25,ToS,7,Arr,3,
2012-06-26,AA,3,AC,6,
2012-06-26,Bal,3,Mon,7,
2012-06-26,Cam,6,SS,5,
2012-06-26,CB,11,Rap,2,
2012-06-26,Hob,0,FC,11,
2012-06-26,Hun,1,Bro,4,
2012-06-26,MVM,5,ToS,6,10
2012-06-26,NY,2,Mil,7,
2012-06-26,SCH,8,Men,0,
2012-06-26,SI,4,Bra,2,12
2012-06-26,SR,5,Sio,1,
2012-06-26,Syr,4,Arr,3,16
2012-06-27,AA,2,AC,7,
2012-06-27,Bal,5,Mon,1,
2012-06-27,Cam,10,SS,3,
2012-06-27,CB,2,Rap,0,
2012-06-27,Hob,11,FC,3,
2012-06-27,Hun,6,Bro,7,12
2012-06-27,MVM,6,ToS,4,
2012-06-27,NY,2,Mil,6,
2012-06-27,SCH,7,Men,11,
2012-06-27,SI,3,Bra,1,
2012-06-27,SR,5,Sio,1,
2012-06-27,Syr,7,Arr,3,
2012-06-28,AA,3,AC,7,
2012-06-28,Bal,6,Mon,3,
2012-06-28,Cam,12,SS,6,
2012-06-28,CB,3,Rap,2,
2012-06-28,Hob,6,FC,8,
2012-06-28,Hun,2,Bro,4,
2012-06-28,MVM,5,ToS,0,
2012-06-28,NY,10,Mil,7,10
2012-06-28,SCH,7,Men,8,
2012-06-28,SI,2,Bra,1,
2012-06-28,SR,8,Sio,4,
2012-06-28,Syr,2,Arr,8,
2012-06-30,Cam,0,Bra,2,
2012-06-30,CB,3,AC,12,
2012-06-30,Men,3,Hun,2,
2012-06-30,Mil,2,Hob,3,
2012-06-30,MVM,10,Arr,4,
2012-06-30,NY,10,FC,9,11
2012-06-30,Rap,2,AA,3,
2012-06-30,SCH,3,Bro,5,
2012-06-30,Sio,5,Bal,6,
2012-06-30,SR,7,Mon,9,
2012-06-30,SS,3,SI,4,
2012-06-30,ToS,9,Syr,8,
2012-07-01,Cam,8,Bra,0,
2012-07-01,CB,5,AC,11,
2012-07-01,Men,1,Hun,2,
2012-07-01,Mil,0,Hob,4,
2012-07-01,MVM,9,Arr,2,
2012-07-01,NY,5,FC,9,
2012-07-01,Rap,8,AA,3,
2012-07-01,SCH,8,Bro,2,
2012-07-01,Sio,1,Bal,2,12
2012-07-01,SR,4,Mon,1,
2012-07-01,SS,9,SI,4,
2012-07-01,ToS,8,Syr,7,
2012-07-02,Cam,4,Bra,2,
2012-07-02,CB,8,AC,6,
2012-07-02,Men,5,Hun,7,
2012-07-02,Mil,4,Hob,2,
2012-07-02,MVM,5,Arr,2,15
2012-07-02,NY,2,FC,9,
2012-07-02,Rap,4,AA,0,
2012-07-02,SCH,4,Bro,3,
2012-07-02,Sio,5,Bal,7,
2012-07-02,SR,3,Mon,4,
2012-07-02,SS,4,SI,2,
2012-07-02,ToS,2,Syr,5,
2012-07-03,AC,1,AA,3,
2012-07-03,Arr,4,Syr,5,
2012-07-03,Bra,3,SI,2,
2012-07-03,Bro,6,Hun,5,
2012-07-03,FC,3,Hob,7,
2012-07-03,Men,2,SCH,5,
2012-07-03,Mil,2,NY,0,
2012-07-03,Mon,4,Bal,3,10
2012-07-03,Rap,2,CB,0,
2012-07-03,Sio,4,SR,9,
2012-07-03,SS,7,Cam,4,
2012-07-03,ToS,5,MVM,0,
2012-07-04,AC,2,AA,0,
2012-07-04,Arr,1,Syr,4,
2012-07-04,Bra,5,SI,3,
2012-07-04,Bro,9,Hun,3,
2012-07-04,FC,10,Hob,3,
2012-07-04,Men,9,SCH,0,
2012-07-04,Mil,0,NY,2,
2012-07-04,Mon,6,Bal,3,
2012-07-04,Rap,6,CB,3,
2012-07-04,Sio,2,SR,3,
2012-07-04,SS,6,Cam,3,
2012-07-04,ToS,4,MVM,0,
2012-07-05,AC,5,AA,3,
2012-07-05,Arr,5,Syr,6,
2012-07-05,Bra,0,SI,1,
2012-07-05,Bro,3,Hun,9,
2012-07-05,FC,0,Hob,2,
2012-07-05,Men,6,SCH,2,
2012-07-05,Mil,2,NY,3,
2012-07-05,Mon,6,Bal,1,
2012-07-05,Rap,2,CB,4,
2012-07-05,Sio,4,SR,5,
2012-07-05,SS,3,Cam,9,
2012-07-05,ToS,3,MVM,4,
2012-07-06,Bra,1,Arr,2,
2012-07-06,Bro,1,FC,2,
2012-07-06,Cam,8,SR,2,
2012-07-06,Hun,2,Hob,10,
2012-07-06,Men,4,Rap,3,
2012-07-06,Mil,3,AC,7,
2012-07-06,MVM,6,Bal,1,
2012-07-06,NY,1,AA,11,
2012-07-06,SCH,6,CB,2,
2012-07-06,SI,3,Syr,8,
2012-07-06,SS,1,Sio,2,
2012-07-06,ToS,8,Mon,4,
2012-07-07,Bra,11,Arr,8,
2012-07-07,Bro,5,FC,6,
2012-07-07,Cam,5,SR,6,10
2012-07-07,Hun,4,Hob,5,
2012-07-07,Men,6,Rap,2,
2012-07-07,Mil,3,AC,6,
2012-07-07,MVM,8,Bal,9,
2012-07-07,NY,8,AA,6,
2012-07-07,SCH,6,CB,3,
2012-07-07,SI,0,Syr,1,
2012-07-07,SS,8,Sio,6,
2012-07-07,ToS,5,Mon,7,
2012-07-08,Bra,3,Arr,5,
2012-07-08,Bro,5,FC,4,
2012-07-08,Cam,4,SR,3,
2012-07-08,Hun,3,Hob,2,
2012-07-08,Men,9,Rap,4,
2012-07-08,Mil,4,AC,1,
2012-07-08,MVM,8,Bal,1,
2012-07-08,NY,4,AA,5,
2012-07-08,SCH,3,CB,5,
2012-07-08,SI,5,Syr,1,
2012-07-08,SS,10,Sio,1,
2012-07-08,ToS,1,Mon,13,
2012-07-12,AA,5,CB,3,
2012-07-12,AC,7,Rap,0,
2012-07-12,Arr,8,ToS,3,
2012-07-12,Bal,5,SR,22,
2012-07-12,Bra,2,SS,3,
2012-07-12,Bro,10,Men,5,
2012-07-12,FC,1,Mil,3,
2012-07-12,Hob,0,NY,1,
2012-07-12,Hun,13,SCH,3,
2012-07-12,Mon,7,Sio,3,
2012-07-12,SI,1,Cam,2,
2012-07-12,Syr,1,MVM,10,
2012-07-13,AA,9,CB,7,
2012-07-13,AC,3,Rap,2,11
2012-07-13,Arr,8,ToS,5,
2012-07-13,Bal,7,SR,12,
2012-07-13,Bra,3,SS,9,
2012-07-13,Bro,2,Men,3,12
2012-07-13,FC,3,Mil,1,
2012-07-13,Hob,7,NY,3,
2012-07-13,Hun,7,SCH,5,
2012-07-13,Mon,2,Sio,4,
2012-07-13,SI,1,Cam,5,
2012-07-13,Syr,8,MVM,4,
2012-07-14,AA,11,CB,13,
2012-07-14,AC,4,Rap,6,
2012-07-14,Arr,5,ToS,6,10
2012-07-14,Bal,5,SR,2,
2012-07-14,Bra,6,SS,3,
2012-07-14,Bro,3,Men,11,
2012-07-14,FC,4,Mil,2,
2012-07-14,Hob,4,NY,2,
2012-07-14,Hun,4,SCH,5,
2012-07-14,Mon,4,Sio,1,
2012-07-14,SI,2,Cam,3,
2012-07-14,Syr,6,MVM,1,
2012-07-16,AA,1,FC,5,
2012-07-16,AC,3,Hob,11,
2012-07-16,Bal,2,Arr,5,
2012-07-16,CB,5,Bro,9,
2012-07-16,Mil,10,SCH,5,
2012-07-16,Mon,10,Syr,8,
2012-07-16,MVM,12,SS,3,
2012-07-16,NY,2,Men,11,
2012-07-16,Rap,2,Hun,4,
2012-07-16,Sio,1,SI,3,
2012-07-16,SR,6,Bra,0,
2012-07-16,ToS,4,Cam,2,
2012-07-17,AA,3,FC,2,
2012-07-17,AC,7,Hob,9,
2012-07-17,Bal,10,Arr,5,
2012-07-17,CB,2,Bro,5,
2012-07-17,Mil,5,SCH,6,
2012-07-17,Mon,2,Syr,9,
2012-07-17,MVM,2,SS,3,
2012-07-17,NY,2,Men,6,
2012-07-17,Rap,2,Hun,4,
2012-07-17,Sio,5,SI,3,
2012-07-17,SR,6,Bra,5,
2012-07-17,ToS,5,Cam,8,
2012-07-18,AA,1,FC,9,
2012-07-18,AC,5,Hob,9,
2012-07-18,Bal,4,Arr,7,
2012-07-18,CB,1,Bro,2,
2012-07-18,Mil,2,SCH,9,
2012-07-18,Mon,3,Syr,2,13
2012-07-18,MVM,4,SS,2,10
2012-07-18,NY,5,Men,6,
2012-07-18,Rap,2,Hun,3,
2012-07-18,Sio,1,SI,2,
2012-07-18,SR,4,Bra,5,
2012-07-18,ToS,6,Cam,5,
2012-07-19,AA,4,Rap,9,
2012-07-19,AC,5,CB,2,
2012-07-19,Arr,3,MVM,5,
2012-07-19,Bal,6,Sio,4,
2012-07-19,Bra,6,Cam,4,
2012-07-19,Bro,3,SCH,5,
2012-07-19,FC,5,NY,3,
2012-07-19,Hob,3,Mil,0,
2012-07-19,Hun,0,Men,7,
2012-07-19,Mon,2,SR,8,
2012-07-19,SI,6,SS,7,15
2012-07-19,Syr,8,ToS,3,
2012-07-20,AA,3,Rap,2,
2012-07-20,AC,8,CB,9,
2012-07-20,Arr,1,MVM,5,
2012-07-20,Bal,3,Sio,4,
2012-07-20,Bra,5,Cam,3,
2012-07-20,Bro,1,SCH,3,
2012-07-20,FC,2,NY,0,
2012-07-20,Hob,4,Mil,6,
2012-07-20,Hun,1,Men,2,
2012-07-20,Mon,4,SR,11,
2012-07-20,SI,2,SS,11,
2012-07-20,Syr,11,ToS,4,
2012-07-21,AA,1,Rap,6,
2012-07-21,AC,9,CB,3,
2012-07-21,Arr,4,MVM,9,
2012-07-21,Bal,4,Sio,2,
2012-07-21,Bra,3,Cam,4,
2012-07-21,Bro,2,SCH,1,
2012-07-21,FC,0,NY,1,
2012-07-21,Hob,4,Mil,3,
2012-07-21,Hun,3,Men,8,
2012-07-21,Mon,6,SR,7,
2012-07-21,SI,0,SS,3,
2012-07-21,Syr,9,ToS,8,
2012-07-22,Cam,8,SI,5,
2012-07-22,CB,4,AA,11,
2012-07-22,Men,2,Bro,5,
2012-07-22,Mil,2,FC,8,
2012-07-22,MVM,4,Syr,0,
2012-07-22,NY,2,Hob,6,
2012-07-22,Rap,5,AC,9,
2012-07-22,SCH,5,Hun,7,
2012-07-22,Sio,2,Mon,17,
2012-07-22,SR,2,Bal,3,11
2012-07-22,SS,5,Bra,7,
2012-07-22,ToS,8,Arr,4,
2012-07-23,Cam,1,SI,0,
2012-07-23,CB,7,AA,8,
2012-07-23,Men,0,Bro,6,
2012-07-23,Mil,2,FC,4,
2012-07-23,MVM,1,Syr,3,
2012-07-23,NY,0,Hob,2,
2012-07-23,Rap,2,AC,8,
2012-07-23,SCH,5,Hun,9,
2012-07-23,Sio,1,Mon,5,
2012-07-23,SR,3,Bal,4,
2012-07-23,SS,4,Bra,9,
2012-07-23,ToS,8,Arr,1,
2012-07-24,Cam,6,SI,7,
2012-07-24,CB,9,AA,3,
2012-07-24,Men,3,Bro,4,
2012-07-24,Mil,2,FC,5,
2012-07-24,MVM,0,Syr,5,
2012-07-24,NY,4,Hob,13,
2012-07-24,Rap,1,AC,7,
2012-07-24,SCH,4,Hun,6,
2012-07-24,Sio,4,Mon,2,
2012-07-24,SR,9,Bal,3,
2012-07-24,SS,10,Bra,12,
2012-07-24,ToS,2,Arr,9,
2012-07-25,Bra,6,Bal,8,
2012-07-25,Bro,7,AA,4,
2012-07-25,Cam,3,Arr,1,
2012-07-25,Hun,4,AC,5,
2012-07-25,Men,3,Hob,4,
2012-07-25,Mil,1,CB,3,
2012-07-25,MVM,2,Sio,5,
2012-07-25,NY,3,Rap,2,11
2012-07-25,SCH,5,FC,7,
2012-07-25,SI,2,Mon,5,
2012-07-25,SS,1,Syr,5,
2012-07-25,ToS,1,SR,20,
2012-07-26,Bra,4,Bal,1,
2012-07-26,Bro,4,AA,1,
2012-07-26,Cam,8,Arr,0,
2012-07-26,Hun,2,AC,5,
2012-07-26,Men,3,Hob,11,
2012-07-26,Mil,5,CB,9,
2012-07-26,MVM,11,Sio,3,
2012-07-26,NY,3,Rap,4,
2012-07-26,SCH,2,FC,7,
2012-07-26,SI,6,Mon,4,
2012-07-26,SS,5,Syr,4,
2012-07-26,ToS,5,SR,4,
2012-07-27,Bra,6,Bal,7,
2012-07-27,Bro,3,AA,2,
2012-07-27,Cam,10,Arr,7,
2012-07-27,Hun,9,AC,1,
2012-07-27,Men,1,Hob,2,
2012-07-27,Mil,9,CB,11,11
2012-07-27,MVM,6,Sio,5,10
2012-07-27,NY,4,Rap,15,
2012-07-27,SCH,2,FC,4,
2012-07-27,SI,2,Mon,4,
2012-07-27,SS,4,Syr,8,
2012-07-27,ToS,7,SR,8,
2012-07-29,AA,2,Hun,0,
2012-07-29,AC,6,Bro,4,
2012-07-29,Arr,5,SS,6,
2012-07-29,Bal,0,SI,4,
2012-07-29,CB,4,NY,0,
2012-07-29,FC,8,Men,0,
2012-07-29,Hob,3,SCH,4,
2012-07-29,Mon,3,Bra,0,
2012-07-29,Rap,1,Mil,0,
2012-07-29,Sio,4,ToS,9,
2012-07-29,SR,7,MVM,2,
2012-07-29,Syr,1,Cam,2,
2012-07-30,AA,5,Hun,6,
2012-07-30,AC,8,Bro,2,
2012-07-30,Arr,4,SS,1,
2012-07-30,Bal,3,SI,1,
2012-07-30,CB,0,NY,1,
2012-07-30,FC,5,Men,4,15
2012-07-30,Hob,6,SCH,0,
2012-07-30,Mon,10,Bra,1,
2012-07-30,Rap,7,Mil,0,
2012-07-30,Sio,6,ToS,7,
2012-07-30,SR,7,MVM,3,
2012-07-30,Syr,5,Cam,2,
2012-07-31,AA,8,Hun,6,
2012-07-31,AC,8,Bro,3,
2012-07-31,Arr,0,SS,6,
2012-07-31,Bal,3,SI,5,
2012-07-31,CB,3,NY,5,
2012-07-31,FC,5,Men,6,
2012-07-31,Hob,4,SCH,1,
2012-07-31,Mon,1,Bra,2,
2012-07-31,Rap,5,Mil,3,
2012-07-31,Sio,3,ToS,1,
2012-07-31,SR,5,MVM,1,
2012-07-31,Syr,3,Cam,4,11
2012-08-01,AA,2,AC,3,10
2012-08-01,Bal,4,Mon,0,
2012-08-01,Cam,9,SS,3,
2012-08-01,CB,4,Rap,1,
2012-08-01,Hob,10,FC,8,
2012-08-01,Hun,3,Bro,4,11
2012-08-01,MVM,7,ToS,1,
2012-08-01,NY,2,Mil,3,
2012-08-01,SCH,10,Men,11,11
2012-08-01,SI,3,Bra,1,
2012-08-01,SR,2,Sio,5,
2012-08-01,Syr,5,Arr,4,
2012-08-02,AA,12,AC,10,
2012-08-02,Bal,5,Mon,2,
2012-08-02,Cam,4,SS,1,14
2012-08-02,CB,8,Rap,6,
2012-08-02,Hob,12,FC,3,
2012-08-02,Hun,8,Bro,3,
2012-08-02,MVM,6,ToS,7,
2012-08-02,NY,4,Mil,0,
2012-08-02,SCH,7,Men,9,
2012-08-02,SI,1,Bra,5,
2012-08-02,SR,1,Sio,2,
2012-08-02,Syr,5,Arr,3,
2012-08-03,Cam,9,Bra,3,
2012-08-03,CB,2,AC,9,
2012-08-03,Men,3,Hun,9,
2012-08-03,Mil,0,Hob,5,
2012-08-03,MVM,6,Arr,2,
2012-08-03,NY,0,FC,7,
2012-08-03,Rap,7,AA,1,
2012-08-03,SCH,7,Bro,5,
2012-08-03,Sio,2,Bal,11,
2012-08-03,SR,0,Mon,2,
2012-08-03,SS,0,SI,7,
2012-08-03,ToS,5,Syr,3,
2012-08-04,Cam,2,Bra,3,
2012-08-04,CB,0,AC,2,
2012-08-04,Men,7,Hun,3,
2012-08-04,Mil,3,Hob,1,
2012-08-04,MVM,1,Arr,4,
2012-08-04,NY,3,FC,5,
2012-08-04,Rap,2,AA,3,11
2012-08-04,SCH,2,Bro,1,
2012-08-04,Sio,4,Bal,2,
2012-08-04,SR,8,Mon,11,
2012-08-04,SS,4,SI,0,
2012-08-04,ToS,0,Syr,6,
2012-08-05,Cam,5,Bra,3,
2012-08-05,CB,1,AC,11,
2012-08-05,Men,5,Hun,2,
2012-08-05,Mil,0,Hob,7,
2012-08-05,MVM,0,Arr,2,
2012-08-05,NY,3,FC,7,
2012-08-05,Rap,2,AA,1,
2012-08-05,SCH,5,Bro,3,
2012-08-05,Sio,3,Bal,4,
2012-08-05,SR,9,Mon,10,
2012-08-05,SS,5,SI,6,
2012-08-05,ToS,3,Syr,7,
2012-08-07,Bra,2,Syr,4,
2012-08-07,Bro,1,Hob,2,11
2012-08-07,Cam,6,Sio,10,
2012-08-07,Hun,9,FC,5,
2012-08-07,Men,9,CB,3,
2012-08-07,Mil,5,AA,4,
2012-08-07,MVM,5,Mon,1,
2012-08-07,NY,6,AC,4,
2012-08-07,SCH,9,Rap,1,
2012-08-07,SI,7,Arr,3,
2012-08-07,SS,2,SR,7,
2012-08-07,ToS,1,Bal,3,
2012-08-08,Bra,4,Syr,2,
2012-08-08,Bro,9,Hob,1,
2012-08-08,Cam,2,Sio,3,
2012-08-08,Hun,4,FC,5,
2012-08-08,Men,5,CB,6,10
2012-08-08,Mil,2,AA,6,
2012-08-08,MVM,9,Mon,1,
2012-08-08,NY,4,AC,15,
2012-08-08,SCH,2,Rap,1,
2012-08-08,SI,5,Arr,4,11
2012-08-08,SS,4,SR,6,
2012-08-08,ToS,2,Bal,7,
2012-08-09,Bra,2,Syr,4,
2012-08-09,Bro,3,Hob,4,
2012-08-09,Cam,12,Sio,8,
2012-08-09,Hun,1,FC,6,
2012-08-09,Men,1,CB,3,
2012-08-09,Mil,1,AA,4,
2012-08-09,MVM,5,Mon,2,
2012-08-09,NY,4,AC,11,
2012-08-09,SCH,4,Rap,6,13
2012-08-09,SI,3,Arr,7,
2012-08-09,SS,7,SR,11,
2012-08-09,ToS,5,Bal,0,
2012-08-10,AA,1,CB,2,
2012-08-10,AC,8,Rap,3,
2012-08-10,Arr,2,ToS,1,
2012-08-10,Bal,4,SR,5,
2012-08-10,Bra,3,SS,4,
2012-08-10,Bro,5,Men,12,
2012-08-10,FC,4,Mil,5,
2012-08-10,Hob,2,NY,1,11
2012-08-10,Hun,5,SCH,1,
2012-08-10,Mon,8,Sio,4,
2012-08-10,SI,3,Cam,5,
2012-08-10,Syr,0,MVM,8,
2012-08-11,AA,5,CB,6,
2012-08-11,AC,2,Rap,3,
2012-08-11,Arr,6,ToS,8,
2012-08-11,Bal,4,SR,6,
2012-08-11,Bra,2,SS,9,
2012-08-11,Bro,6,Men,5,
2012-08-11,FC,8,Mil,3,
2012-08-11,Hob,7,NY,1,
2012-08-11,Hun,9,SCH,1,
2012-08-11,Mon,4,Sio,2,
2012-08-11,SI,5,Cam,4,
2012-08-11,Syr,2,MVM,3,
2012-08-12,AA,5,Bro,4,13
2012-08-12,AC,10,Hun,2,
2012-08-12,Arr,3,Cam,1,
2012-08-12,Bal,6,Bra,4,
2012-08-12,CB,10,Mil,6,
2012-08-12,FC,3,SCH,0,
2012-08-12,Hob,4,Men,6,
2012-08-12,Mon,7,SI,6,
2012-08-12,Rap,9,NY,4,
2012-08-12,Sio,5,MVM,24,
2012-08-12,SR,5,ToS,2,
2012-08-12,Syr,8,SS,9,
2012-08-13,AA,8,Bro,6,
2012-08-13,AC,16,Hun,6,
2012-08-13,Arr,7,Cam,5,
2012-08-13,Bal,8,Bra,9,
2012-08-13,CB,6,Mil,3,
2012-08-13,FC,9,SCH,10,
2012-08-13,Hob,1,Men,3,
2012-08-13,Mon,1,SI,2,
2012-08-13,Rap,0,NY,5,
2012-08-13,Sio,2,MVM,4,
2012-08-13,SR,5,ToS,1,
2012-08-13,Syr,6,SS,4,
2012-08-14,AA,8,Bro,7,
2012-08-14,AC,9,Hun,8,
2012-08-14,Arr,2,Cam,5,
2012-08-14,Bal,5,Bra,3,
2012-08-14,CB,5,Mil,0,
2012-08-14,FC,8,SCH,6,
2012-08-14,Hob,7,Men,5,
2012-08-14,Mon,1,SI,2,
2012-08-14,Rap,5,NY,4,
2012-08-14,Sio,3,MVM,4,
2012-08-14,SR,4,ToS,6,
2012-08-14,Syr,7,SS,5,
2012-08-16,AA,3,NY,4,
2012-08-16,AC,15,Mil,0,
2012-08-16,Arr,7,Bra,8,
2012-08-16,Bal,4,MVM,1,
2012-08-16,CB,15,SCH,4,
2012-08-16,FC,3,Bro,5,
2012-08-16,Hob,1,Hun,0,10
2012-08-16,Mon,4,ToS,6,
2012-08-16,Rap,3,Men,4,
2012-08-16,Sio,5,SS,6,
2012-08-16,SR,9,Cam,3,
2012-08-16,Syr,6,SI,1,
2012-08-17,AA,11,NY,0,
2012-08-17,AC,6,Mil,4,
2012-08-17,Arr,0,Bra,6,
2012-08-17,Bal,6,MVM,2,
2012-08-17,CB,5,SCH,6,
2012-08-17,FC,2,Bro,3,
2012-08-17,Hob,6,Hun,0,
2012-08-17,Mon,1,ToS,6,
2012-08-17,Rap,2,Men,4,
2012-08-17,Sio,6,SS,3,
2012-08-17,SR,8,Cam,2,
2012-08-17,Syr,6,SI,3,11
2012-08-18,AA,4,NY,2,
2012-08-18,AC,4,Mil,1,
2012-08-18,Arr,2,Bra,1,
2012-08-18,Bal,7,MVM,6,
2012-08-18,CB,11,SCH,2,
2012-08-18,FC,9,Bro,4,
2012-08-18,Hob,6,Hun,1,
2012-08-18,Mon,1,ToS,4,
2012-08-18,Rap,1,Men,11,
2012-08-18,Sio,3,SS,0,
2012-08-18,SR,8,Cam,5,
2012-08-18,Syr,4,SI,2,
2012-08-19,Cam,3,SI,4,12
2012-08-19,CB,2,AA,1,
2012-08-19,Men,5,Bro,4,
2012-08-19,Mil,3,FC,8,
2012-08-19,MVM,2,Syr,3,
2012-08-19,NY,1,Hob,4,
2012-08-19,Rap,1,AC,14,
2012-08-19,SCH,2,Hun,3,11
2012-08-19,Sio,6,Mon,4,
2012-08-19,SR,7,Bal,4,
2012-08-19,SS,6,Bra,3,
2012-08-19,ToS,7,Arr,3,16
2012-08-20,Cam,4,SI,3,11
2012-08-20,CB,1,AA,3,
2012-08-20,Men,1,Bro,11,
2012-08-20,Mil,4,FC,5,
2012-08-20,MVM,2,Syr,5,
2012-08-20,NY,12,Hob,4,
2012-08-20,Rap,3,AC,2,
2012-08-20,SCH,4,Hun,8,
2012-08-20,Sio,3,Mon,4,
2012-08-20,SR,3,Bal,4,10
2012-08-20,SS,8,Bra,7,
2012-08-20,ToS,2,Arr,4,
2012-08-21,Cam,3,SI,8,
2012-08-21,CB,4,AA,6,
2012-08-21,Men,3,Bro,13,
2012-08-21,Mil,2,FC,5,
2012-08-21,MVM,2,Syr,0,14
2012-08-21,NY,4,Hob,3,
2012-08-21,Rap,2,AC,5,
2012-08-21,SCH,0,Hun,6,
2012-08-21,Sio,2,Mon,10,
2012-08-21,SR,5,Bal,9,
2012-08-21,SS,5,Bra,3,
2012-08-21,ToS,2,Arr,3,
2012-08-22,AC,8,AA,3,
2012-08-22,Arr,2,Syr,5,
2012-08-22,Bra,1,SI,5,
2012-08-22,Bro,2,Hun,6,
2012-08-22,FC,6,Hob,3,
2012-08-22,Men,15,SCH,3,
2012-08-22,Mil,4,NY,5,
2012-08-22,Mon,1,Bal,3,
2012-08-22,Rap,3,CB,17,
2012-08-22,Sio,3,SR,9,
2012-08-22,SS,5,Cam,4,
2012-08-22,ToS,6,MVM,1,
2012-08-23,AC,13,AA,0,
2012-08-23,Arr,4,Syr,1,
2012-08-23,Bra,11,SI,3,
2012-08-23,Bro,5,Hun,3,
2012-08-23,FC,7,Hob,5,
2012-08-23,Men,15,SCH,1,
2012-08-23,Mil,6,NY,8,
2012-08-23,Mon,7,Bal,3,
2012-08-23,Rap,5,CB,1,
2012-08-23,Sio,1,SR,4,
2012-08-23,SS,4,Cam,5,
2012-08-23,ToS,0,MVM,9,
2012-08-24,AC,3,AA,1,
2012-08-24,Arr,2,Syr,1,11
2012-08-24,Bra,7,SI,3,
2012-08-24,Bro,3,Hun,6,
2012-08-24,FC,3,Hob,7,
2012-08-24,Men,6,SCH,5,
2012-08-24,Mil,7,NY,6,
2012-08-24,Mon,4,Bal,10,
2012-08-24,Rap,6,CB,4,
2012-08-24,Sio,4,SR,9,
