date,away_team,away_score,home_team,home_score,extra_innings
2008-04-02,Arr,3,Bal,9,
2008-04-02,Bra,5,SR,3,10
2008-04-02,Bro,8,LA,15,
2008-04-02,Cam,3,ToS,4,
2008-04-02,CC,4,Sio,9,
2008-04-02,Hun,5,Rap,0,
2008-04-02,LV,8,Pho,6,
2008-04-02,Men,13,NY,2,
2008-04-02,Riv,6,Mia,5,
2008-04-02,Sco,1,AD,0,
2008-04-02,Syr,1,SF,2,
2008-04-02,ToB,2,AC,3,
2008-04-03,Arr,2,Bal,5,
2008-04-03,Bra,4,SR,5,
2008-04-03,Bro,4,LA,3,
2008-04-03,Cam,8,ToS,10,
2008-04-03,CC,13,Sio,6,
2008-04-03,Hun,4,Rap,3,
2008-04-03,LV,7,Pho,2,
2008-04-03,Men,5,NY,3,10
2008-04-03,Riv,1,Mia,2,
2008-04-03,Sco,5,AD,1,
2008-04-03,Syr,5,SF,6,10
2008-04-03,ToB,0,AC,1,11
2008-04-04,Arr,12,Bal,4,
2008-04-04,Bra,9,SR,5,
2008-04-04,Bro,6,LA,3,
2008-04-04,Cam,6,ToS,4,
2008-04-04,CC,2,Sio,5,
2008-04-04,Hun,8,Rap,4,
2008-04-04,LV,8,Pho,6,
2008-04-04,Men,9,NY,1,
2008-04-04,Riv,2,Mia,8,
2008-04-04,Sco,8,AD,1,
2008-04-04,Syr,9,SF,2,
2008-04-04,ToB,7,AC,8,
2008-04-05,AC,8,Rap,6,
2008-04-05,AD,2,LA,0,
2008-04-05,Arr,1,ToS,11,
2008-04-05,Bal,8,SR,3,
2008-04-05,Bra,8,Riv,3,10
2008-04-05,Bro,1,Men,2,
2008-04-05,CC,6,Cam,1,
2008-04-05,Hun,1,LV,12,
2008-04-05,Sco,6,Pho,1,
2008-04-05,SF,5,Sio,3,
2008-04-05,Syr,0,Mia,5,
2008-04-05,ToB,0,NY,1,
2008-04-06,AC,3,Rap,4,13
2008-04-06,AD,4,LA,7,
2008-04-06,Arr,2,ToS,6,
2008-04-06,Bal,8,SR,7,
2008-04-06,Bra,2,Riv,1,
2008-04-06,Bro,2,Men,11,
2008-04-06,CC,6,Cam,1,
2008-04-06,Hun,9,LV,4,
2008-04-06,Sco,7,Pho,6,10
2008-04-06,SF,3,Sio,2,
2008-04-06,Syr,6,Mia,5,
2008-04-06,ToB,9,NY,3,
2008-04-07,AC,6,Rap,2,
2008-04-07,AD,6,LA,7,16
2008-04-07,Arr,3,ToS,1,
2008-04-07,Bal,5,SR,6,
2008-04-07,Bra,5,Riv,3,
2008-04-07,Bro,2,Men,10,
2008-04-07,CC,1,Cam,4,
2008-04-07,Hun,2,LV,6,
2008-04-07,Sco,9,Pho,7,
2008-04-07,SF,3,Sio,6,
2008-04-07,Syr,2,Mia,1,
2008-04-07,ToB,4,NY,5,
2008-04-08,AC,11,Men,3,
2008-04-08,AD,4,LV,3,11
2008-04-08,Bal,5,Cam,4,
2008-04-08,LA,2,ToB,1,
2008-04-08,Mia,9,CC,7,
2008-04-08,NY,4,Hun,3,
2008-04-08,Pho,6,Bro,7,
2008-04-08,Rap,6,Sco,8,
2008-04-08,SF,2,Riv,4,
2008-04-08,Sio,4,Arr,5,
2008-04-08,SR,13,Syr,4,
2008-04-08,ToS,10,Bra,14,
2008-04-09,AC,4,Men,2,
2008-04-09,AD,5,LV,2,
2008-04-09,Bal,2,Cam,3,
2008-04-09,LA,5,ToB,6,
2008-04-09,Mia,3,CC,14,
2008-04-09,NY,4,Hun,2,
2008-04-09,Pho,6,Bro,4,10
2008-04-09,Rap,3,Sco,12,
2008-04-09,SF,0,Riv,1,
2008-04-09,Sio,2,Arr,1,
2008-04-09,SR,0,Syr,1,
2008-04-09,ToS,10,Bra,3,
2008-04-10,AC,13,Men,6,
2008-04-10,AD,3,LV,4,12
2008-04-10,Bal,0,Cam,1,
2008-04-10,LA,0,ToB,2,
2008-04-10,Mia,6,CC,8,
2008-04-10,NY,6,Hun,1,10
2008-04-10,Pho,1,Bro,2,10
2008-04-10,Rap,2,Sco,5,
2008-04-10,SF,3,Riv,2,
2008-04-10,Sio,4,Arr,2,10
2008-04-10,SR,7,Syr,10,
2008-04-10,ToS,7,Bra,5,
2008-04-12,Cam,1,CC,3,
2008-04-12,LA,6,AD,1,
2008-04-12,LV,5,Hun,9,
2008-04-12,Men,9,Bro,10,
2008-04-12,Mia,0,Syr,3,
2008-04-12,NY,8,ToB,2,
2008-04-12,Pho,7,Sco,8,
2008-04-12,Rap,2,AC,8,
2008-04-12,Riv,10,Bra,3,
2008-04-12,Sio,1,SF,5,
2008-04-12,SR,1,Bal,9,
2008-04-12,ToS,7,Arr,3,
2008-04-13,Cam,9,CC,7,11
2008-04-13,LA,1,AD,3,
2008-04-13,LV,4,Hun,7,
2008-04-13,Men,3,Bro,0,
2008-04-13,Mia,3,Syr,11,
2008-04-13,NY,4,ToB,5,
2008-04-13,Pho,7,Sco,4,
2008-04-13,Rap,4,AC,2,
2008-04-13,Riv,4,Bra,2,
2008-04-13,Sio,6,SF,4,
2008-04-13,SR,1,Bal,2,
2008-04-13,ToS,1,Arr,4,
2008-04-14,AC,5,LV,4,
2008-04-14,AD,4,Men,6,
2008-04-14,Bal,9,Riv,4,
2008-04-14,LA,4,Sco,8,
2008-04-14,Mia,2,Bra,1,
2008-04-14,NY,4,Bro,1,
2008-04-14,Pho,9,Hun,0,
2008-04-14,Rap,2,ToB,4,
2008-04-14,SF,7,Cam,6,
2008-04-14,Sio,3,Syr,1,
2008-04-14,SR,0,Arr,1,
2008-04-14,ToS,7,CC,2,
2008-04-15,AC,9,LV,8,11
2008-04-15,AD,10,Men,5,11
2008-04-15,Bal,10,Riv,5,
2008-04-15,LA,6,Sco,5,
2008-04-15,Mia,8,Bra,4,
2008-04-15,NY,8,Bro,6,11
2008-04-15,Pho,3,Hun,1,
2008-04-15,Rap,7,ToB,2,
2008-04-15,SF,5,Cam,2,
2008-04-15,Sio,8,Syr,6,
2008-04-15,SR,1,Arr,5,
2008-04-15,ToS,3,CC,7,
2008-04-16,AC,9,LV,8,
2008-04-16,AD,5,Men,2,
2008-04-16,Bal,6,Riv,10,
2008-04-16,LA,3,Sco,12,
2008-04-16,Mia,1,Bra,2,
2008-04-16,NY,8,Bro,7,
2008-04-16,Pho,9,Hun,5,11
2008-04-16,Rap,3,ToB,9,
2008-04-16,SF,6,Cam,5,10
2008-04-16,Sio,5,Syr,3,
2008-04-16,SR,1,Arr,9,
2008-04-16,ToS,5,CC,4,
2008-04-17,AC,0,ToB,4,
2008-04-17,AD,1,Sco,5,
2008-04-17,Bal,6,Arr,5,
2008-04-17,LA,4,Bro,6,
2008-04-17,Mia,8,Riv,3,
2008-04-17,NY,10,Men,3,
2008-04-17,Pho,4,LV,6,
2008-04-17,Rap,7,Hun,3,
2008-04-17,SF,7,Syr,2,
2008-04-17,Sio,2,CC,5,
2008-04-17,SR,6,Bra,8,
2008-04-17,ToS,9,Cam,7,
2008-04-18,AC,5,ToB,6,
2008-04-18,AD,1,Sco,2,
2008-04-18,Bal,2,Arr,5,
2008-04-18,LA,0,Bro,4,
2008-04-18,Mia,7,Riv,0,
2008-04-18,NY,3,Men,6,
2008-04-18,Pho,1,LV,5,
2008-04-18,Rap,6,Hun,2,
2008-04-18,SF,6,Syr,4,10
2008-04-18,Sio,8,CC,3,
2008-04-18,SR,1,Bra,2,16
2008-04-18,ToS,8,Cam,3,
2008-04-19,AC,8,ToB,14,
2008-04-19,AD,4,Sco,2,
2008-04-19,Bal,1,Arr,3,
2008-04-19,LA,12,Bro,4,
2008-04-19,Mia,8,Riv,3,
2008-04-19,NY,4,Men,0,
2008-04-19,Pho,9,LV,6,
2008-04-19,Rap,3,Hun,1,
2008-04-19,SF,7,Syr,8,
2008-04-19,Sio,9,CC,7,
2008-04-19,SR,7,Bra,6,
2008-04-19,ToS,6,Cam,2,
2008-04-21,Arr,6,SR,7,
2008-04-21,Bra,1,Mia,3,
2008-04-21,Bro,6,NY,8,
2008-04-21,Cam,3,SF,4,
2008-04-21,CC,14,ToS,4,
2008-04-21,Hun,1,Pho,11,
2008-04-21,LV,6,AC,4,
2008-04-21,Men,7,AD,5,
2008-04-21,Riv,7,Bal,2,10
2008-04-21,Sco,6,LA,1,
2008-04-21,Syr,10,Sio,0,
2008-04-21,ToB,5,Rap,12,
2008-04-22,Arr,0,SR,6,
2008-04-22,Bra,0,Mia,3,
2008-04-22,Bro,2,NY,16,
2008-04-22,Cam,7,SF,8,
2008-04-22,CC,0,ToS,3,
2008-04-22,Hun,1,Pho,8,
2008-04-22,LV,11,AC,7,
2008-04-22,Men,2,AD,4,
2008-04-22,Riv,3,Bal,7,
2008-04-22,Sco,1,LA,3,
2008-04-22,Syr,12,Sio,4,
2008-04-22,ToB,6,Rap,5,
2008-04-23,Arr,7,SR,0,
2008-04-23,Bra,4,Mia,5,
2008-04-23,Bro,10,NY,6,
2008-04-23,Cam,5,SF,4,
2008-04-23,CC,7,ToS,4,
2008-04-23,Hun,4,Pho,5,
2008-04-23,LV,1,AC,3,
2008-04-23,Men,4,AD,6,
2008-04-23,Riv,4,Bal,2,
2008-04-23,Sco,8,LA,3,
2008-04-23,Syr,4,Sio,0,
2008-04-23,ToB,1,Rap,2,17
2008-04-24,Bra,3,Syr,5,
2008-04-24,Bro,8,ToB,4,
2008-04-24,Cam,3,Sio,2,
2008-04-24,CC,2,Arr,3,
2008-04-24,Hun,2,Sco,11,
2008-04-24,LV,7,Rap,4,
2008-04-24,Men,8,LA,0,
2008-04-24,Mia,2,SF,5,
2008-04-24,NY,6,AC,10,
2008-04-24,Pho,7,AD,1,
2008-04-24,Riv,1,SR,3,
2008-04-24,ToS,4,Bal,6,
2008-04-25,Bra,3,Syr,6,
2008-04-25,Bro,7,ToB,9,
2008-04-25,Cam,10,Sio,9,10
2008-04-25,CC,0,Arr,2,
2008-04-25,Hun,2,Sco,7,
2008-04-25,LV,7,Rap,2,
2008-04-25,Men,3,LA,11,
2008-04-25,Mia,6,SF,2,
2008-04-25,NY,4,AC,6,
2008-04-25,Pho,10,AD,5,
2008-04-25,Riv,8,SR,5,
2008-04-25,ToS,2,Bal,10,
2008-04-26,Bra,1,Syr,3,
2008-04-26,Bro,6,ToB,4,11
2008-04-26,Cam,1,Sio,6,
2008-04-26,CC,1,Arr,0,
2008-04-26,Hun,6,Sco,5,
2008-04-26,LV,8,Rap,3,
2008-04-26,Men,5,LA,4,
2008-04-26,Mia,1,SF,5,
2008-04-26,NY,0,AC,1,
2008-04-26,Pho,2,AD,1,
2008-04-26,Riv,2,SR,0,
2008-04-26,ToS,4,Bal,2,
2008-04-27,AC,5,Bro,6,
2008-04-27,AD,8,Hun,5,
2008-04-27,Arr,10,Riv,3,
2008-04-27,Bal,8,CC,3,
2008-04-27,LA,0,NY,6,
2008-04-27,Rap,6,Pho,2,
2008-04-27,Sco,6,Men,2,
2008-04-27,SF,4,Bra,0,
2008-04-27,Sio,7,ToS,8,
2008-04-27,SR,5,Mia,9,
2008-04-27,Syr,4,Cam,8,
2008-04-27,ToB,5,LV,4,
2008-04-28,AC,9,Bro,5,
2008-04-28,AD,1,Hun,3,
2008-04-28,Arr,8,Riv,5,
2008-04-28,Bal,4,CC,9,
2008-04-28,LA,4,NY,0,
2008-04-28,Rap,7,Pho,6,14
2008-04-28,Sco,3,Men,2,
2008-04-28,SF,3,Bra,4,
2008-04-28,Sio,9,ToS,4,
2008-04-28,SR,3,Mia,4,
2008-04-28,Syr,6,Cam,5,
2008-04-28,ToB,4,LV,5,
2008-04-29,AC,3,Bro,4,12
2008-04-29,AD,9,Hun,2,
2008-04-29,Arr,3,Riv,5,
2008-04-29,Bal,4,CC,0,
2008-04-29,LA,1,NY,10,
2008-04-29,Rap,9,Pho,14,
2008-04-29,Sco,2,Men,3,
2008-04-29,SF,8,Bra,3,
2008-04-29,Sio,2,ToS,7,
2008-04-29,SR,8,Mia,7,
2008-04-29,Syr,8,Cam,4,
2008-04-29,ToB,6,LV,0,
2008-04-30,AC,5,LA,3,
2008-04-30,AD,0,Rap,3,
2008-04-30,Arr,5,Mia,4,
2008-04-30,Bal,9,Sio,2,
2008-04-30,Bra,4,Cam,2,
2008-04-30,Bro,2,LV,9,
2008-04-30,CC,1,Riv,6,
2008-04-30,Hun,11,Men,10,
2008-04-30,Sco,5,NY,2,
2008-04-30,SF,5,SR,2,
2008-04-30,Syr,8,ToS,5,
2008-04-30,ToB,3,Pho,8,
2008-05-01,AC,10,LA,4,
2008-05-01,AD,6,Rap,3,
2008-05-01,Arr,3,Mia,4,16
2008-05-01,Bal,8,Sio,3,
2008-05-01,Bra,4,Cam,5,10
2008-05-01,Bro,2,LV,7,
2008-05-01,CC,2,Riv,4,
2008-05-01,Hun,16,Men,9,
2008-05-01,Sco,1,NY,9,
2008-05-01,SF,5,SR,2,
2008-05-01,Syr,2,ToS,5,
2008-05-01,ToB,7,Pho,1,
2008-05-02,AC,10,LA,5,
2008-05-02,AD,6,Rap,5,
2008-05-02,Arr,7,Mia,6,10
2008-05-02,Bal,3,Sio,6,
2008-05-02,Bra,1,Cam,2,
2008-05-02,Bro,9,LV,11,
2008-05-02,CC,4,Riv,2,
2008-05-02,Hun,4,Men,5,
2008-05-02,Sco,3,NY,7,
2008-05-02,SF,9,SR,6,
2008-05-02,Syr,1,ToS,6,
2008-05-02,ToB,7,Pho,13,
2008-05-04,AC,3,Hun,0,
2008-05-04,AD,5,Bro,7,
2008-05-04,Arr,3,Cam,9,
2008-05-04,Bal,5,Bra,3,
2008-05-04,LA,5,Pho,0,
2008-05-04,Rap,2,NY,9,
2008-05-04,Sco,2,LV,6,
2008-05-04,SF,1,CC,5,
2008-05-04,Sio,6,Mia,3,
2008-05-04,SR,3,ToS,8,
2008-05-04,Syr,6,Riv,2,
2008-05-04,ToB,2,Men,6,
2008-05-05,AC,7,Hun,19,
2008-05-05,AD,4,Bro,5,
2008-05-05,Arr,6,Cam,3,
2008-05-05,Bal,2,Bra,7,
2008-05-05,LA,11,Pho,7,
2008-05-05,Rap,4,NY,8,
2008-05-05,Sco,11,LV,1,
2008-05-05,SF,9,CC,1,
2008-05-05,Sio,0,Mia,2,
2008-05-05,SR,0,ToS,3,
2008-05-05,Syr,1,Riv,9,
2008-05-05,ToB,3,Men,5,
2008-05-06,AC,5,Hun,0,
2008-05-06,AD,7,Bro,0,
2008-05-06,Arr,2,Cam,0,
2008-05-06,Bal,6,Bra,7,11
2008-05-06,LA,8,Pho,7,13
2008-05-06,Rap,2,NY,4,
2008-05-06,Sco,3,LV,2,
2008-05-06,SF,7,CC,6,
2008-05-06,Sio,5,Mia,6,10
2008-05-06,SR,2,ToS,9,
2008-05-06,Syr,1,Riv,5,
2008-05-06,ToB,5,Men,6,
2008-05-07,Cam,11,Bra,0,
2008-05-07,LA,7,AC,8,10
2008-05-07,LV,8,Bro,6,
2008-05-07,Men,2,Hun,6,
2008-05-07,Mia,0,Arr,5,
2008-05-07,NY,2,Sco,0,
2008-05-07,Pho,7,ToB,11,
2008-05-07,Rap,8,AD,2,
2008-05-07,Riv,8,CC,5,
2008-05-07,Sio,6,Bal,7,13
2008-05-07,SR,1,SF,6,
2008-05-07,ToS,9,Syr,4,
2008-05-08,Cam,4,Bra,3,
2008-05-08,LA,1,AC,2,10
2008-05-08,LV,14,Bro,5,
2008-05-08,Men,6,Hun,7,14
2008-05-08,Mia,2,Arr,4,
2008-05-08,NY,3,Sco,16,
2008-05-08,Pho,0,ToB,2,
2008-05-08,Rap,1,AD,4,
2008-05-08,Riv,10,CC,5,
2008-05-08,Sio,5,Bal,6,
2008-05-08,SR,2,SF,3,
2008-05-08,ToS,1,Syr,3,
2008-05-09,Cam,10,Bra,6,
2008-05-09,LA,2,AC,4,
2008-05-09,LV,5,Bro,2,
2008-05-09,Men,2,Hun,7,
2008-05-09,Mia,6,Arr,11,
2008-05-09,NY,4,Sco,3,10
2008-05-09,Pho,3,ToB,5,
2008-05-09,Rap,5,AD,1,
2008-05-09,Riv,7,CC,9,
2008-05-09,Sio,3,Bal,2,
2008-05-09,SR,6,SF,5,
2008-05-09,ToS,1,Syr,5,
2008-05-10,AC,10,Rap,9,
2008-05-10,AD,2,LA,5,
2008-05-10,Arr,2,ToS,6,
2008-05-10,Bal,2,SR,1,
2008-05-10,Bra,4,Riv,1,
2008-05-10,Bro,5,Men,8,
2008-05-10,CC,5,Cam,6,
2008-05-10,Hun,6,LV,7,
2008-05-10,Sco,7,Pho,3,
2008-05-10,SF,5,Sio,4,12
2008-05-10,Syr,6,Mia,7,10
2008-05-10,ToB,12,NY,4,
2008-05-11,AC,7,Rap,2,
2008-05-11,AD,4,LA,1,
2008-05-11,Arr,1,ToS,3,
2008-05-11,Bal,2,SR,0,
2008-05-11,Bra,5,Riv,3,
2008-05-11,Bro,3,Men,5,
2008-05-11,CC,4,Cam,3,
2008-05-11,Hun,4,LV,8,
2008-05-11,Sco,3,Pho,2,
2008-05-11,SF,2,Sio,5,
2008-05-11,Syr,7,Mia,6,
2008-05-11,ToB,3,NY,4,
2008-05-12,AC,1,Rap,4,
2008-05-12,AD,9,LA,8,12
2008-05-12,Arr,4,ToS,3,
2008-05-12,Bal,11,SR,4,
2008-05-12,Bra,9,Riv,6,11
2008-05-12,Bro,8,Men,4,
2008-05-12,CC,3,Cam,2,
2008-05-12,Hun,10,LV,3,
2008-05-12,Sco,7,Pho,6,
2008-05-12,SF,7,Sio,4,
2008-05-12,Syr,3,Mia,5,
2008-05-12,ToB,1,NY,7,
2008-05-13,Arr,8,Sio,7,
2008-05-13,Bra,7,ToS,10,
2008-05-13,Bro,6,Pho,5,
2008-05-13,Cam,2,Bal,6,
2008-05-13,CC,5,Mia,7,
2008-05-13,Hun,4,NY,1,
2008-05-13,LV,6,AD,4,
2008-05-13,Men,4,AC,2,
2008-05-13,Riv,1,SF,2,
2008-05-13,Sco,8,Rap,0,
2008-05-13,Syr,2,SR,12,
2008-05-13,ToB,9,LA,2,
2008-05-14,Arr,4,Sio,5,
2008-05-14,Bra,5,ToS,8,
2008-05-14,Bro,4,Pho,1,
2008-05-14,Cam,3,Bal,5,
2008-05-14,CC,6,Mia,3,
2008-05-14,Hun,3,NY,8,
2008-05-14,LV,10,AD,5,
2008-05-14,Men,5,AC,7,
2008-05-14,Riv,2,SF,6,
2008-05-14,Sco,9,Rap,3,
2008-05-14,Syr,7,SR,4,
2008-05-14,ToB,5,LA,9,
2008-05-15,Arr,13,Sio,6,
2008-05-15,Bra,5,ToS,6,
2008-05-15,Bro,11,Pho,8,10
2008-05-15,Cam,5,Bal,2,
2008-05-15,CC,8,Mia,13,
2008-05-15,Hun,4,NY,6,
2008-05-15,LV,7,AD,3,
2008-05-15,Men,7,AC,4,
2008-05-15,Riv,3,SF,4,
2008-05-15,Sco,3,Rap,1,
2008-05-15,Syr,5,SR,3,
2008-05-15,ToB,2,LA,11,
2008-05-17,AD,5,AC,6,
2008-05-17,Bal,3,SF,1,
2008-05-17,Cam,8,Riv,9,10
2008-05-17,CC,9,Bra,2,
2008-05-17,Hun,2,Bro,5,
2008-05-17,LA,6,Rap,2,
2008-05-17,LV,8,Men,0,
2008-05-17,Mia,5,ToS,10,
2008-05-17,NY,5,Pho,3,
2008-05-17,SR,4,Sio,5,
2008-05-17,Syr,0,Arr,6,
2008-05-17,ToB,2,Sco,8,
2008-05-18,AD,2,AC,8,
2008-05-18,Bal,5,SF,4,10
2008-05-18,Cam,8,Riv,4,
2008-05-18,CC,4,Bra,6,10
2008-05-18,Hun,6,Bro,2,
2008-05-18,LA,2,Rap,4,
2008-05-18,LV,6,Men,11,
2008-05-18,Mia,0,ToS,4,
2008-05-18,NY,5,Pho,4,
2008-05-18,SR,4,Sio,5,
2008-05-18,Syr,8,Arr,5,
2008-05-18,ToB,2,Sco,6,
2008-05-19,AD,0,AC,2,
2008-05-19,Bal,2,SF,3,
2008-05-19,Cam,7,Riv,3,
2008-05-19,CC,9,Bra,6,
2008-05-19,Hun,2,Bro,3,
2008-05-19,LA,3,Rap,4,
2008-05-19,LV,6,Men,7,
2008-05-19,Mia,4,ToS,8,
2008-05-19,NY,18,Pho,4,
2008-05-19,SR,1,Sio,2,10
2008-05-19,Syr,7,Arr,11,
2008-05-19,ToB,5,Sco,7,
2008-05-20,Arr,6,Bal,9,
2008-05-20,Bra,1,SR,4,
2008-05-20,Bro,3,LA,8,
2008-05-20,Cam,5,ToS,2,
2008-05-20,CC,5,Sio,6,
2008-05-20,Hun,6,Rap,8,
2008-05-20,LV,5,Pho,4,
2008-05-20,Men,5,NY,8,
2008-05-20,Riv,5,Mia,6,
2008-05-20,Sco,6,AD,1,
2008-05-20,Syr,2,SF,4,
2008-05-20,ToB,6,AC,2,
2008-05-21,Arr,0,Bal,5,
2008-05-21,Bra,1,SR,3,
2008-05-21,Bro,3,LA,2,
2008-05-21,Cam,2,ToS,3,
2008-05-21,CC,2,Sio,8,
2008-05-21,Hun,4,Rap,6,
2008-05-21,LV,7,Pho,4,
2008-05-21,Men,2,NY,3,
2008-05-21,Riv,3,Mia,5,
2008-05-21,Sco,4,AD,1,10
2008-05-21,Syr,7,SF,6,
2008-05-21,ToB,2,AC,6,
2008-05-22,Arr,5,Bal,2,
2008-05-22,Bra,4,SR,5,13
2008-05-22,Bro,9,LA,4,
2008-05-22,Cam,5,ToS,6,
2008-05-22,CC,4,Sio,6,
2008-05-22,Hun,3,Rap,9,
2008-05-22,LV,9,Pho,3,
2008-05-22,Men,3,NY,9,
2008-05-22,Riv,0,Mia,5,
2008-05-22,Sco,10,AD,2,
2008-05-22,Syr,9,SF,10,
2008-05-22,ToB,1,AC,6,
2008-05-23,AC,6,LA,4,
2008-05-23,AD,0,Rap,6,
2008-05-23,Arr,7,Mia,3,
2008-05-23,Bal,6,Sio,3,10
2008-05-23,Bra,2,Cam,5,
2008-05-23,Bro,4,LV,6,
2008-05-23,CC,5,Riv,2,
2008-05-23,Hun,4,Men,3,
2008-05-23,Sco,1,NY,2,
2008-05-23,SF,9,SR,5,
2008-05-23,Syr,13,ToS,9,
2008-05-23,ToB,3,Pho,4,
2008-05-24,AC,1,LA,5,
2008-05-24,AD,4,Rap,5,
2008-05-24,Arr,9,Mia,4,
2008-05-24,Bal,12,Sio,1,
2008-05-24,Bra,3,Cam,7,
2008-05-24,Bro,4,LV,8,
2008-05-24,CC,2,Riv,5,
2008-05-24,Hun,7,Men,4,
2008-05-24,Sco,2,NY,3,
2008-05-24,SF,6,SR,5,
2008-05-24,Syr,0,ToS,5,
2008-05-24,ToB,2,Pho,8,
2008-05-26,AC,6,AD,3,
2008-05-26,Arr,3,Syr,0,
2008-05-26,Bra,7,CC,1,
2008-05-26,Bro,3,Hun,4,
2008-05-26,Men,1,LV,10,
2008-05-26,Pho,7,NY,2,
2008-05-26,Rap,8,LA,4,
2008-05-26,Riv,4,Cam,10,
2008-05-26,Sco,7,ToB,4,
2008-05-26,SF,10,Bal,4,
2008-05-26,Sio,4,SR,12,
2008-05-26,ToS,4,Mia,8,
2008-05-27,AC,8,AD,0,
2008-05-27,Arr,1,Syr,6,
2008-05-27,Bra,11,CC,4,
2008-05-27,Bro,4,Hun,3,
2008-05-27,Men,4,LV,14,
2008-05-27,Pho,2,NY,4,
2008-05-27,Rap,2,LA,5,
2008-05-27,Riv,2,Cam,3,
2008-05-27,Sco,4,ToB,5,13
2008-05-27,SF,8,Bal,3,
2008-05-27,Sio,2,SR,1,10
2008-05-27,ToS,0,Mia,5,
2008-05-28,AC,6,Sco,7,
2008-05-28,AD,5,ToB,4,
2008-05-28,Bal,6,Syr,1,
2008-05-28,LA,6,Hun,3,
2008-05-28,Mia,0,Cam,4,
2008-05-28,NY,3,LV,9,
2008-05-28,Pho,1,Men,2,
2008-05-28,Rap,8,Bro,4,
2008-05-28,SF,5,Arr,4,
2008-05-28,Sio,2,Bra,7,
2008-05-28,SR,5,CC,4,
2008-05-28,ToS,5,Riv,1,
2008-05-29,AC,9,Sco,0,
2008-05-29,AD,9,ToB,8,
2008-05-29,Bal,4,Syr,3,
2008-05-29,LA,2,Hun,9,
2008-05-29,Mia,2,Cam,3,10
2008-05-29,NY,5,LV,4,
2008-05-29,Pho,11,Men,6,
2008-05-29,Rap,5,Bro,3,
2008-05-29,SF,1,Arr,7,
2008-05-29,Sio,3,Bra,5,10
2008-05-29,SR,3,CC,7,
2008-05-29,ToS,6,Riv,7,
2008-05-30,AC,4,Sco,6,
2008-05-30,AD,6,ToB,4,11
2008-05-30,Bal,8,Syr,2,
2008-05-30,LA,3,Hun,0,
2008-05-30,Mia,7,Cam,5,10
2008-05-30,NY,7,LV,5,
2008-05-30,Pho,8,Men,4,
2008-05-30,Rap,4,Bro,5,10
2008-05-30,SF,4,Arr,3,
2008-05-30,Sio,7,Bra,0,
2008-05-30,SR,8,CC,5,
2008-05-30,ToS,7,Riv,3,
2008-05-31,AC,3,LV,7,
2008-05-31,AD,13,Men,1,
2008-05-31,Bal,1,Riv,3,
2008-05-31,LA,2,Sco,4,
2008-05-31,Mia,2,Bra,3,10
2008-05-31,NY,1,Bro,4,
2008-05-31,Pho,4,Hun,8,
2008-05-31,Rap,5,ToB,4,
2008-05-31,SF,3,Cam,1,
2008-05-31,Sio,0,Syr,1,
2008-05-31,SR,4,Arr,3,
2008-05-31,ToS,6,CC,1,
2008-06-01,AC,16,LV,10,
2008-06-01,AD,3,Men,4,
2008-06-01,Bal,5,Riv,4,
2008-06-01,LA,4,Sco,1,
2008-06-01,Mia,9,Bra,8,
2008-06-01,NY,3,Bro,7,
2008-06-01,Pho,0,Hun,4,
2008-06-01,Rap,5,ToB,4,
2008-06-01,SF,3,Cam,10,
2008-06-01,Sio,5,Syr,2,
2008-06-01,SR,5,Arr,3,14
2008-06-01,ToS,6,CC,5,10
2008-06-02,AC,4,LV,15,
2008-06-02,AD,6,Men,7,
2008-06-02,Bal,2,Riv,9,
2008-06-02,LA,2,Sco,3,
2008-06-02,Mia,3,Bra,11,
2008-06-02,NY,6,Bro,2,
2008-06-02,Pho,4,Hun,9,
2008-06-02,Rap,5,ToB,4,13
2008-06-02,SF,8,Cam,2,
2008-06-02,Sio,8,Syr,4,
2008-06-02,SR,2,Arr,3,
2008-06-02,ToS,2,CC,4,
2008-06-04,Arr,3,SF,2,
2008-06-04,Bra,4,Sio,2,
2008-06-04,Bro,1,Rap,4,
2008-06-04,Cam,4,Mia,0,
2008-06-04,CC,2,SR,7,
2008-06-04,Hun,0,LA,4,
2008-06-04,LV,7,NY,0,
2008-06-04,Men,11,Pho,14,
2008-06-04,Riv,6,ToS,4,
2008-06-04,Sco,5,AC,2,
2008-06-04,Syr,2,Bal,4,
2008-06-04,ToB,3,AD,5,
2008-06-05,Arr,6,SF,4,16
2008-06-05,Bra,12,Sio,8,10
2008-06-05,Bro,5,Rap,6,
2008-06-05,Cam,8,Mia,11,
2008-06-05,CC,3,SR,5,
2008-06-05,Hun,6,LA,2,
2008-06-05,LV,2,NY,11,
2008-06-05,Men,4,Pho,9,
2008-06-05,Riv,1,ToS,5,
2008-06-05,Sco,2,AC,3,10
2008-06-05,Syr,2,Bal,20,
2008-06-05,ToB,1,AD,3,
2008-06-06,Arr,4,SF,3,
2008-06-06,Bra,11,Sio,4,
2008-06-06,Bro,4,Rap,2,
2008-06-06,Cam,6,Mia,1,
2008-06-06,CC,5,SR,3,
2008-06-06,Hun,8,LA,4,
2008-06-06,LV,3,NY,1,
2008-06-06,Men,3,Pho,8,
2008-06-06,Riv,2,ToS,3,
2008-06-06,Sco,4,AC,10,
2008-06-06,Syr,2,Bal,3,12
2008-06-06,ToB,3,AD,0,
2008-06-07,AC,1,Pho,7,
2008-06-07,AD,2,NY,10,
